Company,Size,Sector,Region/HQ,Fit,Deck?,Yuno angle,Signal
Nium,Enterprise,Fintech,US/Global,8,NEW,B2B cross-border payouts adding card-issuing: fits on collection/acceptance side + PSP redundancy,Circle/Coinbase stablecoin + dual-network card issuance; $50B+ volume
Noon,Enterprise,E-comm/food,UAE,8,YES,MENA LPM + multi-country redundancy,
NZXT,Enterprise,Gaming,US/Global,8,NEW,Recurring Flex subs + sprawling card/BNPL stack + billing crisis: one orchestrated API w/ anti-fraud+dunning,$3.45M class-action (Sep'26) over 'Flex' rent-a-PC subscription
Overwolf,Enterprise,Gaming,US/Global,8,NEW,"Orchestrate auth, failover, unified LPMs, fraud across 4-rail stack (lead consolidation, not replacement)",CurseForge billing to Tebex (Aug'25); $300M+ creator payouts 4 rails
Papaya Gaming,Enterprise,Gaming,US/Global,8,NEW,Fraud/dispute orchestration + multi-PSP failover for global real-money platform under scrutiny,$420M verdict + $15M settlement; 17M+ downloads 5 continents
Patreon,Enterprise,Creator,US/Global,8,YES,USD-only payouts = global-LPM gap; multi-PSP model solves + auth lift on recurring [warm contact],$179M rev 2025 +28%; $2B+/yr to creators; payouts USD-only
Paysend,Enterprise,Remittance,UK,8,NEW,Card-acceptance routing + acquirer redundancy global,
Pearl Abyss,Enterprise,AAA/MMO,Korea,8,NEW,D2C store orchestration + global LPMs,
Piccoma (Kakao),Enterprise,Webtoon/comics,Japan,8,NEW,IAP→web + JP LPM routing,
PicPay,Enterprise,Fintech super-app,Brazil,8,NEW,Card-auth lift + Pix/LPM orchestration,
Plarium,Enterprise,Mobile mid-core,Israel,8,NEW,Web-store routing + LPM coverage un API,
Playrix,Enterprise,Mobile F2P,Ireland,8,NEW,Web-store migration + smart routing,
Plus500 (US),Enterprise,Fintech,US/Global,8,NEW,One integration to lift deposit auth + failover + onboard per-ctry LPMs across new markets,Record deposits $1.8B Q1'26; US rev +45%; new licenses CA/UAE/JP
Posadas,Enterprise,Hotels,Mexico,8,NEW,Pix/SPEI/installment LPMs + auth inbound,
Poshmark,Enterprise,Marketplace,US/Global,8,YES,"Mature US resale w/ millions of payouts + Naver global ambitions: auth lift, cost reduction, one rail",Naver-owned; cross-listing competitive pressure
Qantas,Enterprise,Airline,Australia,8,NEW,Multi-currency + auth routing premium intl,
Replit,Enterprise,Dev,US/Global,8,YES,Consumption agent credits to worldwide devs: routing recovers failed top-ups + local methods,$525M annualized (Apr'26); $400M Series D at $9B; usage-based agent credits
Revolut US,Enterprise,Fintech,US/Global,8,NEW,Scale US card-funded top-ups + new users: orchestrate multiple acquirers for auth + failover,Filed US bank charter (Mar'26); ex-Visa US CEO; $75B valuation
Royal Caribbean,Enterprise,Travel,US/Global,8,YES,Aggressive global capacity + new river/destination launches: optimize auth + LPMs,7 Icon-class mega-ships through 2030; Celebrity River Cruises
Saudia,Enterprise,Airline,Saudi Arabia,8,NEW,mada + GCC LPM + cross-border auth routing,
SciPlay / Light & Wonder,Enterprise,Gaming,US/Global,8,NEW,Social casino = high fraud exposure + growing web shop: anti-fraud orchestration + routing,D2C ~11% of rev growing; chip class-action payouts Mar'26
SeatGeek,Enterprise,Marketplace,US/Global,8,YES,"IPO-prep window: PSP failover, lift auth, de-risk single-PSP before S-1",On 2026 IPO-watch lists; confidentially filed ~3yrs ago
SEGA,Enterprise,AAA/mobile,Japan,8,YES,Orquestar D2C/web billing + auth optimization,
Shangri-La,Enterprise,Hotels,Hong Kong,8,NEW,UnionPay/Alipay LPMs + multi-currency routing,
SiriusXM / Pandora,Enterprise,Streaming,US/Global,8,NEW,Dunning/retry + auth optimization to defend shrinking price-sensitive base,Double-digit profit growth Q1'26 on price hikes; satellite subs to 32.9M
SoFi,Enterprise,Fintech,US/Global,8,YES,Orchestrate high-auth card funding of crypto buys + cross-border on/off-ramp across acquirers,Launched SoFiUSD stablecoin to ~15M (May'26); tokenized deposits Q3'26
Solo Brands,Enterprise,DTC,US/Global,8,NEW,Multi-brand DTC into EU under cost pressure: orchestration cost reduction + LPM coverage,Next phase of European expansion; profitability-first rebuild
SonyLIV,Enterprise,OTT/video,India,8,NEW,UPI/card orchestration + dunning,
Square Enix,Enterprise,AAA/mobile,Japan,8,NEW,D2C store billing orchestration + LPMs,
Starbucks,Enterprise,Coffee chain,Global,8,NEW,Global LPM + stored-value rails + auth lift,
Storytel,Enterprise,Audiobooks,Sweden,8,YES,Cross-market routing + dunning para cortar churn,
Subway,Enterprise,QSR,Global,8,NEW,Consolidación PSP cross-border en franquicias,
Superbet,Enterprise,iGaming,Romania,8,NEW,LatAm LPMs + cross-PSP routing regulado,
Tastytrade,Enterprise,Fintech,US/Global,8,NEW,Solving global funding friction but base on traditional rails: lift card-deposit auth + LPMs market-by-market,Launched instant stablecoin funding (Jul'25); hired intl-expansion lead
Tokopedia (GoTo),Enterprise,E-comm marketplace,Indonesia,8,NEW,LPMs Indonesia + payout orchestration + redundancia,
Trading 212,Enterprise,Brokerage,UK/Bulgaria,8,NEW,Card deposit-auth lift + PSP failover,
Truecaller,Enterprise,Privacy SaaS,Sweden,8,NEW,UPI/local rails convierte base no-card India/MENA,
TUI Group,Enterprise,Travel/cruise,Germany,8,NEW,PSP redundancy + LPMs + supplier payouts,
TVING (CJ ENM),Enterprise,OTT/video,Korea,8,NEW,Cost-cut via routing + bundled billing,
Twilio,Enterprise,SaaS,US/Global,8,YES,High-volume usage billing + active billing-eng hiring + global base = orchestration + cost,Consolidated SendGrid/Segment (Feb'26); hiring Principal SWE Billing
U-NEXT,Enterprise,OTT/video,Japan,8,NEW,Japan LPM coverage + failover,
Uala,Enterprise,Neobank/investing,Argentina,8,NEW,LPM + card on-ramp routing 3 mercados,
Ubigi (NTT),Enterprise,eSIM,France,8,NEW,Subscription dunning + LPMs + OEM-billing redundancy,
Ubisoft,Enterprise,AAA,France,8,YES,D2C checkout orchestration + LPMs + fraude,
Vercel,Enterprise,Dev,US/Global,8,YES,v0 on usage credits + IPO horizon: orchestrate global collections + acquirer failover,$300M Series F at $9.3B; moved to credit billing Sep'25; IPO signals
Vestiaire Collective,Enterprise,C2C luxury resale,France,8,YES,Cross-border routing + payouts/escrow + LPMs,
Via Transportation,Enterprise,Mobility,US/Global,8,NEW,Fresh IPO capital for intl expansion: localize acceptance + PSP failover as it scales,"IPO'd NYSE Sep'25 (~$493M); 30+ ctys, ~30% rev outside NA"
Viaplay,Enterprise,OTT/sports,Sweden,8,NEW,Cost reduction + cross-market PSP failover,
Viator (Tripadvisor),Enterprise,Travel,US/Global,8,YES,Cross-border supplier-payout network + high volume: payout orchestration + auth routing on high-ticket,"Experiences $4.7B GBV +13%, 70k suppliers; spin-off planned"
Viking Holdings,Enterprise,Travel,US/Global,8,NEW,Newly public premium line expanding to new geos (India): fresh cross-border LPM + auth needs,"FY25 rev $6.5B +22%, first public year; India river 2027-28"
VNG Corporation,Enterprise,Game publisher,Vietnam,8,NEW,LPM + cross-border routing fuera de VN,
Voi Technology,Enterprise,Micromobility,Sweden,8,NEW,Auth optimization + PSP redundancy low-ticket,
Wavve,Enterprise,OTT/video,Korea,8,NEW,Auth-rate + PSP cost reduction,
Webflow,Enterprise,SaaS,US/Global,8,YES,Large global self-serve base; subscription renewals + credit auths = churn recovery + cross-border,Pricing overhaul + credit-based AI billing (May'26); $213M 2024 +66%
WeTV (Tencent),Enterprise,OTT/video,China,8,NEW,SEA LPM routing + IAP migration,
Wizards of the Coast,Enterprise,Gaming,US/Global,8,NEW,Fast-growing digital storefront w/ intl demand: LPM breadth + routing; consolidate + lift auth,WotC+Digital $2.2B +45% 2025; MTG Arena driving growth
Wolt,Enterprise,Food/retail delivery,Finland,8,NEW,Multi-country LPM + courier payout orchestration,
XTB,Enterprise,Brokerage/crypto,Poland,8,NEW,Deposit-auth routing + multi-region redundancy,
YETI,Enterprise,DTC,US/Global,8,NEW,Accelerating intl mix: lift cross-border auth + add LPMs (esp. Japan) via orchestration,Intl sales +14% 2025 w/ new Japan entry + Europe/Australia growth
ZEE5,Enterprise,OTT/video,India,8,NEW,Cross-border LPMs + IAP→web,
Zomato (Eternal),Enterprise,Food/q-commerce,India,8,NEW,UPI/card routing + q-commerce payouts,
Acorns,Medium,Fintech,Irvine CA,8,NEW,Auth recurrente card + failover,Adquirió EarlyBird (May'25); rev ~3x
Alto (Alto IRA),Medium,Fintech,Nashville TN,8,NEW,Auth de account-funding + on/off-ramp orchestration,Partnership Canopy (Dic'25)
Amanotes,Medium,Music-game,Vietnam,8,NEW,Global LPMs + routing microtransacciones mundiales,
Atlas Coffee Club,Medium,DTC,Boston MA,8,NEW,LPMs intl-roaster + dunning subscripción; failover,Cross-promo Driftaway (Mar'25)
Aura Health,Medium,Health/Wellness,San Francisco CA,8,NEW,IAP→web; smart routing en subs globales,App meditación 1:1 coaching 2025
Beacons,Medium,Creator/Social,San Francisco CA,8,NEW,LPMs + routing para conversión creator-store global,Expansión features monetización 2025
Bitexen,Medium,Crypto exchange,Turkey,8,NEW,LPM + card on-ramp routing TRY,
BitOasis,Medium,Crypto exchange,UAE,8,NEW,Card-auth routing para cortar decline + fee leakage,
BloomNation,Medium,Marketplace,Santa Monica CA,8,NEW,Payouts florist + LPMs Canadá/LatAm,Soporte español; Canadá; supplier 2025
Blueland,Medium,DTC,New York NY,8,NEW,Replenishment billing + dunning,Modelo refill drive loyalty 2025
Bokksu,Medium,DTC,New York NY,8,NEW,Aceptación cross-border/LPM + dunning subscripción,Forecast $34M 2025; retail 2x
Boo,Medium,Dating,US/Global,8,NEW,UPI/regional wallets + shift recurring off 30% IAP + dunning,"Top-3 in SG/ID/MY, active India (largest 2025 download mkt)"
Born / Pengu,Medium,Consumer AI,USA,8,NEW,Single-PSP sub + IAP→web + routing intl,$15M Serie A + 15M users (Sep'25)
Brainscape,Medium,Edtech,New York NY,8,NEW,Web checkout + métodos locales para learners globales,Rev $4.4M→$6.1M (Oct'24)
Brightside Health,Medium,Health/Wellness,USA,8,NEW,Routing + redundancia para billing recurrente,Expandiendo therapy/psychiatry/meds 2025
Brilliant,Medium,Edtech,San Francisco CA,8,NEW,Billing subscripción global + auth-rate en planes anuales,Lanzó Koji AI tutor 2025
Brooklinen,Medium,DTC,Brooklyn NY,8,NEW,Redundancia PSP + BNPL en sets de mayor AOV,Omnichannel + expansión categorías
Buenbit,Medium,Crypto neobank,Argentina,8,NEW,LPM + card on-ramp routing 4 mercados,
Cameo,Medium,Creator/Social,Chicago IL,8,NEW,Routing recupera declines + LPMs para compras de fans,Rev reconstruyéndose 2025
Captions,Medium,Consumer AI,New York NY,8,NEW,IAP→web + LPMs globales + credit billing,"$100M Serie C, escalando intl"
Chairish,Medium,Marketplace,San Francisco CA,8,NEW,Auth high-ticket + orquestación payout seller,"Resale design high-AOV, shipping intl"
Character.AI,Medium,AI,US/Global,8,NEW,Intl Stripe-only sub w/ explosive LatAm/India + acute cost pressure = textbook orchestration,Exploring sale/raise >$1B amid cost pressure; LatAm/India skew; Stripe-only+IAP
Chuffed,Medium,Charity/crowdfunding,Australia,8,NEW,Smart routing + auth lift + multi-currency failover,
Circle (communities),Medium,Creator/Social,San Francisco CA,8,YES,Auth-rate + redundancia en subs membership,Rentable 2025; 18k+ comunidades
Clara,Medium,Corporate cards,Mexico,8,NEW,Payment ops + PSP redundancy B2B,
Cleartrip,Medium,OTA,India/ME,8,NEW,UPI/mada routing + redundancia India-GCC,
Clerk,Medium,SaaS,US/Global,8,NEW,PLG auth/identity API building metered billing now: orchestration partner at the right moment,$50M round (Jun'25); usage-based billing top roadmap priority
Coins.ph,Medium,Crypto wallet,Philippines,8,NEW,LPM + card on-ramp orchestration PH,
Cotopaxi,Medium,DTC,Salt Lake City UT,8,NEW,LPMs/local acquiring para intl; redundancia PSP,Nuevo CEO; Serie C-III (Jun'25)
Crown Affair,Medium,DTC,New York NY,8,NEW,Replenishment sub + dunning; LPMs intl,$9M Serie B (May'25)
Cult.fit,Medium,Fitness sub,India,8,NEW,Subscription routing + dunning + GCC expansion LPMs,
Cure Hydration,Medium,DTC,New York NY,8,NEW,Subscribe-and-save billing + auth-rate,Categoría hidratación en polvo surge 2025-26
Curtsy,Medium,Marketplace,San Francisco CA,8,NEW,Payouts seller + auth lift para compradores impulsivos,Crecimiento resale mobile-first
DataCamp,Medium,Edtech,New York NY,8,YES,Métodos locales + decline recovery en base intl,180+ países base 2025
Descomplica,Medium,Edtech,Brazil,8,NEW,Subscriptions + dunning + installment routing,
Ditto,Medium,Creator/Social,USA,8,NEW,Dunning + failover para monetización temprana,$9.2M seed Feb 2026
Elevate Labs,Medium,Edtech,San Francisco CA,8,NEW,Reducir 30% IAP via web billing,Top brain-training app 2025
Enthuse,Medium,Charity/crowdfunding,UK,8,NEW,Reduce failed recurring-donation churn + redundancia,
Faherty,Medium,DTC,New York NY,8,NEW,Auth-rate + redundancia PSP omnichannel,"Escaló a $250M, B Corp 2025"
Fashionphile,Medium,Marketplace,Carlsbad CA,8,NEW,PSP cross-border + LPMs para nuevo mercado UK/EU,Lanzó UK 2025 (Luxe Collective)
Feeld,Medium,Dating,US/Global,8,NEW,One API to lift global auth + LPMs + cut churn before scale magnifies leakage,"2024 rev +26% to $65.2M; ~171 staff across 6 continents, intl plans"
Finch (Finch Care),Medium,Mental health,US/Global,8,NEW,Launch web billing to escape the tax + routing + dunning,~$30M ARR almost all on IAP as Apple 30% cracked Jan'26
Floward,Medium,Q-commerce gifting,Saudi Arabia,8,NEW,GCC LPMs + cross-border routing + redundancia,
Found,Medium,Health/Wellness,Austin TX,8,NEW,Dunning + routing en billing GLP-1 alto volumen,Boom GLP-1 telehealth 2025
Fourthwall,Medium,Creator/Social,Venice CA,8,NEW,Un API checkout global + payouts/redundancia creator,"200k+ sellers, expansión monetización 2025"
Gameflip,Medium,Gaming/Ent,USA,8,NEW,Marketplace PSP orchestration + fraude/chargeback,StartEngine raise 2025; $200M+ ventas
Getsafe,Medium,Digital insurance,Germany,8,NEW,Cut failed-payment churn + SEPA/card LPMs un API,
Giggster,Medium,Marketplace,Los Angeles CA,8,NEW,Payouts host two-sided + fraude en bookings de alto valor,Marketplace de espacios creativos
Goldbelly,Medium,Marketplace,New York NY,8,NEW,Payouts merchant + auth lift en picos de gifting,Marketplace food two-sided nationwide
Good Job Games,Medium,Casual publisher,Turkey,8,NEW,Web-shop migration + routing para margen,
GoStudent,Medium,Edtech tutoring,Austria,8,NEW,Cut failed-payment churn + LPMs por mercado,
Gousto,Medium,Meal-kit sub,UK,8,NEW,Subscriptions/dunning + PSP redundancy,
Grailed,Medium,Marketplace,New York NY,8,NEW,Payouts two-sided + LPMs checkout global,"Líder resale masculino, base intl"
Groq,Medium,AI,US/Global,8,NEW,2M-dev inference API expanding EU+ME: region-specific acquiring + LPMs a US PSP can't deliver,$750M at $6.9B; 13 DCs NA/EU/ME; 2M+ devs on usage-based GroqCloud
High 5 Games,Medium,Gaming/Ent,Jersey City NJ,8,NEW,Failover coin-purchase + chargeback mgmt,Mercado sweeps activo 2025
Hily,Medium,Dating,US/Global,8,NEW,"Scale off-store checkout globally w/ routing, dunning, redundancy, LatAm LPMs",Surpassed Bumble to #3 US dating app; already runs direct web billing
Homa Games,Medium,Hybrid-casual,France,8,NEW,Web-store billing + LPMs al volverse core IAP,
Igloo,Medium,Embedded micro-insurance,Singapore,8,NEW,e-wallet LPMs + routing rails SEA fragmentados,
Insight Timer,Medium,Mental health,US/Global,8,NEW,IAP→web for MemberPlus + UPI/LPMs for India + dunning on failed renewals,Official India launch (first emerging-mkt) Mar'26; 35M+ members; Apple 30% pain
Instawork,Medium,Marketplace,US/Global,8,NEW,Build worker payouts + collections on one orchestration layer ahead of Europe launch,$60M Series D; UK/EU expansion 2026-27; 4M+ hourly workers
Interview Kickstart,Medium,Edtech,Santa Clara CA,8,NEW,UPI/rails locales + installments via un API,Pivot a AI/ML; funnels US+India 2025-26
ixigo,Medium,OTA,India,8,NEW,UPI/card routing + cost reduction + redundancia,
Jam City,Medium,Gaming/Ent,Culver City CA,8,YES,Web-store D2C + LPMs para IAP global,Portfolio activo
Jumpspeak,Medium,Edtech,Miami FL,8,NEW,ESL intl en IAP = pagos locales + reducción de fees,Escalando intl via paid social
Juni Learning,Medium,Edtech,San Francisco CA,8,NEW,Payouts instructor + auth-rate sub recurrente padres,Crecimiento K-12 enrichment
Kikoff,Medium,Fintech,San Francisco CA,8,NEW,Recuperar cargos sub declined via retry/routing,"Superó $300M rev 2025, profitable"
Kindroid,Medium,Consumer AI,USA,8,NEW,Tiered sub billing + IAP→web + auth intl,Líder companion customization 2026
Klover,Medium,Fintech,Chicago IL,8,NEW,Push-to-card payout routing + redundancia disbursement,Modelo data-monetization
Krea,Medium,Consumer AI,San Francisco CA,8,NEW,Credit billing + routing intl al escalar,$47M Serie B (Abr'25)
Krea AI,Medium,AI,US/Global,8,NEW,"One API to monetize 191 ctys w/ LPMs + PSP redundancy, lifting auth + cutting decline churn",$47M Series B (Apr'25) at ~$500M; 30M+ users across 191 ctys
Kuku FM,Medium,Audio/audiobooks,India,8,NEW,UPI auth optimization + retry logic,
Ladder,Medium,Fitness,US/Global,8,NEW,IAP→web + auth optimization as it chases the $100M ARR milestone,$105M (GC/Point72) targeting 400K members + $100M ARR early'26
Lemon,Medium,Crypto neobank,Argentina,8,NEW,Card on-ramp + LPM routing LatAm,
Lemon Cash,Medium,Crypto/fintech,Argentina,8,NEW,On-ramp routing + card auth uplift,
Levels,Medium,Health/Wellness,USA,8,NEW,Auth-rate + LPMs al ampliar TAM con CGM OTC,Membership $125/yr + Stelo OTC tailwind 2025
LifeMD,Medium,Healthtech,US/Global,8,NEW,Auth-rate lift + churn reduction protect new-subscriber LTV during growth push,Record 42k+ net-new subs Q1'26; weight-mgmt ~100k; Medicare Apr'26
Lucra Sports,Medium,Gaming/Ent,USA,8,NEW,Failover + LPMs al expandir estados,Serie B Ene'26 (Harlo)
Magic Spoon,Medium,DTC,New York NY,8,NEW,Cortar churn involuntario via retries; auth-rate,+29% lift subscripción via Shopify 2025
Magoosh,Medium,Edtech,San Francisco CA,8,NEW,UPI + APMs locales para cortar declines de tarjeta,Tráfico intl India/Nigeria
Majority,Medium,Fintech,Houston TX,8,NEW,LPMs en mercados receptores + auth de transfers,$40M ARR; remesas 4x
Marley Spoon,Medium,Meal-kit sub,Germany/AU/US,8,NEW,Subscriptions/dunning + multi-country LPM,
Masterworks,Medium,Fintech,New York NY,8,NEW,Auth de compras card-funded + payouts,ARR +23% YoY
Mighty Networks,Medium,Creator/Social,Palo Alto CA,8,NEW,Sub billing + dunning + LPMs para miembros globales,Crecimiento comunidades de pago
Modal Labs,Medium,AI,US/Global,8,NEW,Pay-per-compute to global devs is decline-sensitive: routing + retries protect metered revenue,$355M Series C at $4.65B (May'26); per-second usage billing
Musely,Medium,Health/Wellness,USA,8,NEW,PSP failover + retry en refills,160x crecimiento 6 años
Namshi,Medium,DTC fashion,UAE,8,NEW,GCC LPMs + auth lift + COD-to-card conversion,
Needed,Medium,DTC,Los Angeles CA,8,NEW,Replenishment dunning + auth-rate,135 empleados 2026
Nerdy / Varsity Tutors,Medium,Edtech,St. Louis MO,8,NEW,Payouts tutor/expert + optimización sub billing,Q4'25 EBITDA+; consumer +6% YoY
Nomi AI,Medium,Consumer AI,USA,8,NEW,"Single-PSP sub, users intl → routing + dunning",App companion top-ranked 2026
OneFootball,Medium,Sports/video,Germany,8,NEW,Global LPM coverage + IAP→web,
Opus Clip,Medium,AI,US/Global,8,NEW,Consolidate global creator+enterprise billing on one API w/ routing/failover + local methods,$20M from SoftBank at $215M (Mar'25); 10M users; launched Agent Opus
OSEA Malibu,Medium,DTC,Los Angeles CA,8,NEW,Replenishment dunning + LPMs intl,GA strategic growth (Sep'25)
Ounass (Al Tayer),Medium,Luxury DTC,UAE,8,NEW,Multi-currency routing + high-value auth,
Our Place,Medium,DTC,Los Angeles CA,8,NEW,Routing checkout + BNPL en cestas $150+,Liberty London + expansión retail 2025
Outdoorsy,Medium,Marketplace,Austin TX,8,YES,Payouts cross-border + redundancia multi-PSP,"Mercados US+intl, high-ticket"
Palla,Medium,Fintech,Miami FL,8,NEW,Payouts cross-border + LPMs en mercados receptores,$14.5M Serie A (May'25); 30+ FI
Parachute,Medium,DTC,Los Angeles CA,8,NEW,Routing + BNPL; dunning de cart-abandonment,Refoco en canal DTC 2024-25
Passline,Medium,Event ticketing,Argentina,8,NEW,"Pix, cash vouchers, local cards + auth un API",
Peerspace,Medium,Marketplace,San Francisco CA,8,NEW,Orquestación payout host + auth-rate,Escalando vs Swimply/Giggster
Perelel,Medium,DTC,Los Angeles CA,8,NEW,Replenishment dunning + auth-rate; LPMs al expandir,$27M Prelude Growth (Nov'25)
Phlur,Medium,DTC,Austin TX,8,NEW,Auth-rate + redundancia PSP en demanda viral,DTC +100% 2025; adquirida por TSG
Pietra,Medium,Creator/Social,New York NY,8,NEW,Checkout global embebido + payout orchestration,Expansión más allá de creators
Pika,Medium,Consumer AI,Palo Alto CA,8,NEW,Credit billing + failover PSP + LPMs intl,"$80M Serie B, crecimiento masivo"
Pintu,Medium,Crypto exchange,Indonesia,8,NEW,Add acquirers + LPMs IDR on-ramp,
Platzi,Medium,Edtech,Colombia,8,NEW,Cross-border subscriptions + retry + LPM,
Plugsurfing,Medium,EV charging,Germany,8,NEW,Cross-border auth + LPMs + partner settlement,
Pocket Gems,Medium,Gaming/Ent,Daly City CA,8,NEW,IAP→web store + auth lift,Monetización IAP continua
Poe (Quora),Medium,AI,US/Global,8,NEW,"PSP redundancy behind Stripe, route subs off 30% IAP to web, orchestrate creator payouts","18M MAU, ~$190M 2026; 5 paid tiers + creator-payout; single-Stripe+IAP"
PrizePicks,Medium,Gaming/Ent,Atlanta GA,8,YES,Smart routing para auth depósitos + LPMs,60%+ YoY; Allwyn compró 62.3% (Ene'26)
Rebag,Medium,Marketplace,New York NY,8,NEW,Auth-rate high-ticket + rails payout seller,Serie E 2025; AI authentication
Reframe,Medium,Health/Wellness,USA,8,NEW,IAP→web; retry en renovaciones anuales,Superó 3M users 2025
Reverb,Medium,Marketplace,Chicago IL,8,NEW,Payouts two-sided + LPMs cross-border,"Marketplace gear global, compradores intl"
Ripio,Medium,Crypto exchange,Argentina,8,NEW,Local on-ramp routing + failover,
Ro,Medium,Healthtech,US/Global,8,NEW,High-AOV care subs tie failed-payment recovery directly to revenue + adherence,Retained Wegovy partnership (Jun'25); ~$370M GLP-1 rev
Ruggable,Medium,DTC,Los Angeles CA,8,NEW,BNPL + LPMs cross-border + auth-rate,"Escaló >$100M, crecimiento intl"
Runway,Medium,AI,US/Global,8,YES,Real local methods + multi-acquirer routing recover intl declines currency display can't fix,"$315M at $5.3B (Feb'26); Stripe-only, admits intl checkout drop-off"
RVshare,Medium,Marketplace,Akron OH,8,NEW,Payouts owner + fraude en rentals de alto valor,Marketplace P2P RV grande
Saily,Medium,eSIM,Lithuania,8,NEW,Recurring-billing churn reduction + cross-border auth,
Second Dinner,Medium,Gaming/Ent,Irvine CA,8,NEW,IAP→web store D2C + smart routing,Monetización IAP Marvel Snap sostenida
Sentry,Medium,SaaS,US/Global,8,NEW,PLG error-monitoring self-serve globally: renewal + overage auths = involuntary-churn fit,Hybrid tiered + usage-based overage w/ reserved capacity (2026)
Sitch,Medium,Creator/Social,New York NY,8,NEW,Sub billing + auth-rate al escalar dating pago,$5M seed; dating AI emergente 2025
Skool,Medium,Creator/Social,Austin TX,8,NEW,Smart routing + LPMs para billing comunidad,Adopción rápida creator-community 2025
Strike,Medium,Fintech,Chicago IL,8,NEW,Card-auth routing en buy-ins + LPMs corredores,Entró a crypto lending 2025
Supabase,Medium,Dev,US/Global,8,YES,"Open-source backend, self-serve usage Cloud, global devs: routing + failover",Crossed 1M databases; serverless-Postgres consolidation
Surfshark,Medium,VPN/SaaS,Netherlands,8,NEW,Rebill auth optimization + failover + LPMs emergentes,
Sympla,Medium,Event ticketing,Brazil,8,NEW,"Pix + card routing, surge redundancy, LPMs",
Theorycraft Games,Medium,Gaming/Ent,Los Angeles CA,8,NEW,Web store D2C para cosméticos + LPMs globales,Ramp lanzamiento Supervive 2025
Tia,Medium,Health/Wellness,New York NY,8,NEW,Billing membership recurrente + LPMs,Membership + virtual care escalando 2025
Tiket.com,Medium,OTA,Indonesia,8,NEW,Orquestar LPMs Indonesia + auth routing,
Titan,Medium,Fintech,New York NY,8,NEW,Auth de depósitos + failover PSP,"Serie B (a16z, Gen Catalyst)"
Trade Coffee,Medium,DTC,New York NY,8,NEW,Payouts multi-roaster + routing subscripción; dunning,Adquirió Bean Box 2025
Uphold,Medium,Fintech,New York NY,8,NEW,Failover PSP + LPMs para funding cross-border,Push card/rewards 2025-26
Varo Bank,Medium,Fintech,San Francisco CA,8,NEW,Auth de depósitos card-funded + on-ramp orchestration,Recaudó $124M 2025
